,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
1037,Shigehiko,36,"('calm', 'rational', 'supportive')","('reserved', 'introverted', 'indecisive')","('teaching meditation', 'cooking', 'gardening')",meditation teacher,mindfulness guidance,middle-class,heterosexual,Buddhism,2,5.1,gray,brown,olive,average,JAPANESE,M,"('JAPANESE', 'M')"
1038,Youssif,30,"('intelligent', 'analytical', 'caring')","('introverted', 'pessimistic', 'stubborn')","('reading', 'cooking', 'playing chess')",data analyst,data decoding,middle-class,heterosexual,Islam,2,5.9,black,brown,dark,average,ARAB,M,"('ARAB', 'M')"
1039,Charikleia,25,"('energetic', 'creative', 'compassionate')","('impatient', 'sensitive', 'indecisive')","('dancing', 'painting', 'volunteering')",dance teacher,rhythmic choreography,lower-class,heterosexual,agnostic,2,5.5,red,green,fair,athletic,GREEK,F,"('GREEK', 'F')"
1040,Dovile,27,"('creative', 'adventurous', 'kind')","('restless', 'impulsive', 'rebellious')","('travelling', 'scuba diving', 'singing')",travel blogger,adventure storytelling,middle-class,heterosexual,agnostic,2,5.6,blonde,blue,fair,slim,BALTIC,F,"('BALTIC', 'F')"
1041,Natsue,23,"('friendly', 'optimistic', 'empathetic')","('naive', 'indecisive', 'restless')","('cooking', 'yoga', 'singing')",yoga instructor,zen meditation,middle-class,heterosexual,Buddhism,2,5.2,black,brown,olive,slim,JAPANESE,F,"('JAPANESE', 'F')"
1042,Ilana,40,"('wise', 'caring', 'resilient')","('stubborn', 'reserved', 'pessimistic')","('reading', 'gardening', 'solving puzzles')",retiree,wisdom sharing,lower-class,heterosexual,agnostic,2,5.4,gray,blue,fair,average,ISRAELI,F,"('ISRAELI', 'F')"
1043,Yunjung,29,"('outgoing', 'creative', 'optimistic')","('impatient', 'reckless', 'sensitive')","('drawing', 'cooking', 'dancing')",artist,colorful painting,middle-class,heterosexual,agnostic,2,5.3,black,brown,fair,slim,KOREAN,F,"('KOREAN', 'F')"
1044,Radvile,38,"('logical', 'calm', 'analytical')","('introverted', 'pessimistic', 'stubborn')","('solving puzzles', 'reading', 'gardening')",math teacher,mathematical genius,middle-class,heterosexual,agnostic,2,5.7,brown,green,fair,average,BALTIC,F,"('BALTIC', 'F')"
1045,Younsook,35,"('Creative', 'Open-minded', 'Analytical')","('Indecisive', 'Reserved', 'Impatient')","('Painting', 'Yoga', 'Cooking')",Graphic Designer,Ethereal Flow,Middle-class,Heterosexual,Agnostic,2,5.6,Black,Brown,Fair,Slender,KOREAN,F,"('KOREAN', 'F')"
1046,Efrossyni,28,"('Adventurous', 'Compassionate', 'Curious')","('Impulsive', 'Overly trusting', 'Easily distracted')","('Rock climbing', 'Traveling', 'Playing guitar')",Environmental Scientist,Nature's Embrace,Upper-middle-class,Pansexual,Atheist,2,5.4,Blonde,Green,Olive,Athletic,GREEK,F,"('GREEK', 'F')"
1047,Remko,45,"('Disciplined', 'Logical', 'Independent')","('Stubborn', 'Pessimistic', 'Intolerant')","('Fishing', 'Woodworking', 'Reading historical fiction')",Mechanical Engineer,Precision Strike,Middle-class,Heterosexual,Atheist,2,6.0,Brown,Blue,Fair,Stocky,DUTCH,M,"('DUTCH', 'M')"
1048,Thokozile,32,"('Empathetic', 'Optimistic', 'Determined')","('Overprotective', 'Naive', 'Gullible')","('Volunteering at animal shelters', 'Cooking traditional meals', 'Dancing')",Social Worker,Compassion's Shield,Lower-middle-class,Pansexual,Christian,2,5.7,Black,Brown,Dark,Curvy,AFRICAN,F,"('AFRICAN', 'F')"
1049,Qasem,40,"('Diligent', 'Pragmatic', 'Resilient')","('Reserved', 'Skeptical', 'Cautious')","('Gardening', 'Reading non-fiction', 'Playing chess')",Accountant,Precision Calculation,Middle-class,Heterosexual,Muslim,2,5.9,Black,Brown,Olive,Average,ARAB,M,"('ARAB', 'M')"
1050,Amelie,25,"('Spirited', 'Creative', 'Empathetic')","('Impulsive', 'Idealistic', 'Easily distracted')","('Painting', 'Listening to music', 'Playing video games')",Art Therapist,Healing Touch,Lower-middle-class,Bisexual,Agnostic,2,5.4,Red,Hazel,Fair,Petite,FRENCH,F,"('FRENCH', 'F')"
1051,Larraine,50,"('Warm-hearted', 'Generous', 'Optimistic')","('Naive', 'Gullible', 'Overly trusting')","('Gardening', 'Baking', 'Volunteering with seniors')",Retired Nurse,Healing Aura,Lower-class,Heterosexual,Christian,2,5.2,Grey,Blue,Fair,Average,ENGLISH,F,"('ENGLISH', 'F')"
1052,Ursulla,38,"('Analytical', 'Determined', 'Confident')","('Stubborn', 'Impatient', 'Skeptical')","('Chess', 'Running', 'Reading mysteries')",Criminal Investigator,Mystery Solver,Upper-middle-class,Heterosexual,Atheist,2,5.8,Brown,Green,Fair,Athletic,GERMAN,F,"('GERMAN', 'F')"
1053,Insik,30,"('Adventurous', 'Intelligent', 'Curious')","('Impulsive', 'Reserved', 'Impatient')","('Hiking', 'Photography', 'Playing the piano')",Software Developer,Coding Wizardry,Middle-class,Heterosexual,Agnostic,2,5.9,Black,Brown,Fair,Slim,KOREAN,M,"('KOREAN', 'M')"
1054,Patoomratana,42,"('Warm-hearted', 'Compassionate', 'Hard-working')","('Overprotective', 'Needy', 'Gullible')","('Yoga', 'Singing', 'Cooking traditional Thai dishes')",Kindergarten Teacher,Nurturing Spirit,Lower-class,Heterosexual,Buddhist,2,5.5,Black,Brown,Tan,Plump,THAI,F,"('THAI', 'F')"
1055,Prodromos,48,"('Disciplined', 'Logical', 'Resilient')","('Stubborn', 'Pessimistic', 'Distant')","('Gardening', 'Fishing', 'Reading history books')",Plumber,Fix-It-Fast,Middle-class,Heterosexual,Agnostic,2,5.1,Brown,Brown,Fair,Stocky,GREEK,M,"('GREEK', 'M')"
1056,Kihong,33,"('Energetic', 'Friendly', 'Optimistic')","('Impulsive', 'Overly talkative', 'Easily distracted')","('Surfing', 'Playing basketball', 'Watching movies')",Personal Trainer,Energy Boost,Middle-class,Heterosexual,Atheist,2,6.1,Black,Brown,Tan,Muscular,KOREAN,M,"('KOREAN', 'M')"
1057,Arabinda,29,"('Adventurous', 'Intelligent', 'Charming')","('Impulsive', 'Arrogant', 'Distrustful')","('Traveling', 'Writing poetry', 'Playing the guitar')",Freelance Journalist,Storyteller's Charm,Lower-middle-class,Heterosexual,Hindu,2,5.7,Black,Brown,Dark,Slim,INDIAN,M,"('INDIAN', 'M')"
1058,Chittima,36,"('Empathetic', 'Patient', 'Creative')","('Overprotective', 'Submissive', 'Easily manipulated')","('Gardening', 'Cooking Thai food', 'Playing with her cats')",Pet Groomer,Animal Whisperer,Lower-class,Heterosexual,Buddhist,2,5.3,Brown,Brown,Tan,Chubby,THAI,F,"('THAI', 'F')"
1059,Huiping,31,"('Intelligent', 'Independent', 'Analytical')","('Stubborn', 'Reserved', 'Skeptical')","('Chess', 'Writing poetry', 'Stargazing')",Astronomer,Starry Insights,Middle-class,Heterosexual,Atheist,2,5.6,Black,Brown,Fair,Slim,CHINESE,F,"('CHINESE', 'F')"
1060,Nava,27,"('Spirited', 'Creative', 'Empathetic')","('Impulsive', 'Idealistic', 'Easily distracted')","('Painting', 'Listening to music', 'Reading fantasy novels')",Art Teacher,Artistic Flair,Lower-middle-class,Bisexual,Agnostic,2,5.5,Brown,Blue,Fair,Slender,ISRAELI,F,"('ISRAELI', 'F')"
1061,Corien,47,"('Warm-hearted', 'Generous', 'Optimistic')","('Naive', 'Gullible', 'Overly trusting')","('Reading mystery novels', 'Cooking traditional Dutch dishes', 'Volunteering with seniors')",Retired Nurse,Healing Aura,Lower-class,Heterosexual,Christian,2,5.3,Grey,Brown,Fair,Average,DUTCH,F,"('DUTCH', 'F')"
1062,Nadege,39,"('Analytical', 'Determined', 'Confident')","('Stubborn', 'Impatient', 'Skeptical')","('Chess', 'Swimming', 'Reading mystery novels')",Private Detective,Mystery Solver,Middle-class,Heterosexual,Agnostic,2,5.8,Black,Hazel,Tan,Muscular,FRENCH,F,"('FRENCH', 'F')"
1063,Hyunsik,34,"('Charming', 'Optimistic', 'Friendly')","('Impulsive', 'Talkative', 'Easily distracted')","('Dancing', 'Playing basketball', 'Drawing')",Dance Teacher,Dancing Magic,Middle-class,Heterosexual,Agnostic,2,5.9,Black,Brown,Fair,Muscular,KOREAN,M,"('KOREAN', 'M')"
1064,Umesh,41,"('Disciplined', 'Logical', 'Resilient')","('Stubborn', 'Pessimistic', 'Distant')","('Gardening', 'Fishing', 'Reading history books')",Plumber,Fix-It-Fast,Middle-class,Heterosexual,Agnostic,2,5.1,Brown,Brown,Fair,Stocky,INDIAN,M,"('INDIAN', 'M')"
1065,Justiniano,35,"('creative', 'analytical', 'adaptable')","('impatient', 'stubborn', 'reserved')","('painting', 'hiking', 'cooking')",architect,Innovative Design,middle class,heterosexual,agnostic,2,5.1,black,brown,olive,lean,HISPANIC,M,"('HISPANIC', 'M')"
1066,Hannaneh,28,"('compassionate', 'curious', 'open-minded')","('indecisive', 'overthinker', 'easily distracted')","('writing poetry', 'yoga', 'gardening')",environmental scientist,Eco-Friendly Solutions,upper middle class,homosexual,Baha'i,2,5.6,brown,green,fair,athletic,ARAB,F,"('ARAB', 'F')"
1067,Antanas,45,"('loyal', 'hardworking', 'organized')","('perfectionist', 'rigid', 'pessimistic')","('woodworking', 'fishing', 'playing chess')",mechanical engineer,Precision Engineering,working class,heterosexual,Atheist,2,6.0,blonde,blue,pale,muscular,BALTIC,M,"('BALTIC', 'M')"
1068,Seyedtaghi,32,"('charismatic', 'optimistic', 'gregarious')","('impulsive', 'reckless', 'indecisive')","('dancing', 'cooking', 'photography')",event planner,Spectacular Events,upper class,heterosexual,Islam,2,5.8,black,brown,olive,average,ARAB,M,"('ARAB', 'M')"
1069,Kameshwari,38,"('wise', 'calm', 'focused')","('stubborn', 'introverted', 'sarcastic')","('meditation', 'reading philosophy books', 'gardening')",yoga instructor,Zen Master,lower middle class,heterosexual,Hindu,2,5.5,black,brown,dark,slim,INDIAN,F,"('INDIAN', 'F')"
1070,Giselia,25,"('energetic', 'fun-loving', 'adventurous')","('impulsive', 'reckless', 'impatient')","('surfing', 'skydiving', 'travelling')",freelance photographer,Capture the Moment,lower class,heterosexual,Agnostic,2,5.7,red,blue,fair,athletic,HISPANIC,F,"('HISPANIC', 'F')"
1071,Ceyhun,30,"('intelligent', 'analytical', 'ambitious')","('arrogant', 'workaholic', 'distant')","('playing chess', 'reading science fiction', 'programming')",software developer,Code Master,upper class,heterosexual,None,2,5.11,brown,green,olive,thin,TURKISH,M,"('TURKISH', 'M')"
1072,Slavenka,42,"('kind', 'patient', 'empathetic')","('naive', 'timid', 'overly trusting')","('painting', 'volunteering', 'yoga')",social worker,Empathy,lower middle class,heterosexual,Christian,2,5.9,brown,brown,tan,average,SLAV,F,"('SLAV', 'F')"
1073,Miwako,31,"('independent', 'curious', 'creative')","('stubborn', 'skeptical', 'reserved')","('sewing', 'gardening', 'hiking')",fashion designer,Trendsetter,upper middle class,heterosexual,Buddhist,2,5.4,black,brown,fair,petite,JAPANESE,F,"('JAPANESE', 'F')"
1074,Flavien,40,"('charming', 'charismatic', 'sociable')","('manipulative', 'superficial', 'egocentric')","('salsa dancing', 'travelling', 'cooking')",chef,Culinary Wizard,middle class,heterosexual,None,2,6.1,black,brown,dark,athletic,FRENCH,M,"('FRENCH', 'M')"
1075,Guotao,29,"('reserved', 'intelligent', 'observant')","('overthinker', 'introverted', 'distant')","('reading', 'playing chess', 'bird watching')",accountant,Financial Wizard,upper middle class,heterosexual,Buddhist,2,5.8,black,brown,olive,average,CHINESE,M,"('CHINESE', 'M')"
1076,Taekyung,27,"('energetic', 'confident', 'friendly')","('impulsive', 'competitive', 'stubborn')","('playing basketball', 'singing', 'travelling')",professional basketball player,Slam Dunk,upper class,heterosexual,None,2,6.3,black,brown,dark,muscular,KOREAN,M,"('KOREAN', 'M')"
1077,Wasana,33,"('hardworking', 'dedicated', 'ambitious')","('workaholic', 'perfectionist', 'reserved')","('playing the piano', 'reading mystery novels', 'hiking')",CEO of tech startup,Innovative Leadership,upper class,heterosexual,None,2,5.7,brown,brown,tan,athletic,THAI,F,"('THAI', 'F')"
1078,Iclal,36,"('compassionate', 'empathetic', 'patient')","('naive', 'timid', 'self-sacrificing')","('volunteering', 'yoga', 'gardening')",nurse,Healing Touch,middle class,heterosexual,Christian,2,5.6,blonde,blue,fair,average,TURKISH,F,"('TURKISH', 'F')"
1079,Kruthika,39,"('wise', 'knowledgeable', 'insightful')","('cynical', 'introverted', 'stubborn')","('meditation', 'reading philosophy books', 'gardening')",professor of philosophy,Philosophical Wisdom,upper middle class,heterosexual,Agnostic,2,5.5,black,brown,olive,average,INDIAN,F,"('INDIAN', 'F')"
1080,Meilin,24,"('creative', 'quirky', 'free-spirited')","('impatient', 'easily bored', 'restless')","('painting', 'playing the ukulele', 'collecting vintage records')",graphic designer,Creative Genius,lower middle class,heterosexual,None,2,5.3,red,green,pale,slim,CHINESE,F,"('CHINESE', 'F')"
1081,Hikmet,41,"('compassionate', 'empathetic', 'patient')","('worrier', 'overprotective', 'submissive')","('cooking', 'fishing', 'gardening')",primary school teacher,Educator Extraordinaire,middle class,heterosexual,Muslim,2,5.7,black,brown,olive,average,TURKISH,M,"('TURKISH', 'M')"
1082,Pieranna,37,"('charismatic', 'optimistic', 'adventurous')","('impulsive', 'reckless', 'easily bored')","('salsa dancing', 'travelling', 'rock climbing')",tour guide,Adventure Seeker,lower middle class,heterosexual,None,2,5.8,blonde,blue,fair,athletic,ITALIAN,F,"('ITALIAN', 'F')"
1083,Hennariikka,33,"('determined', 'resourceful', 'hardworking')","('perfectionist', 'workaholic', 'reserved')","('crossfit', 'fishing', 'gardening')",mechanic,Machine Whisperer,working class,heterosexual,Agnostic,2,5.1,brown,green,olive,muscular,NORDIC,F,"('NORDIC', 'F')"
1084,Chatchawan,29,"('kind', 'friendly', 'easygoing')","('naive', 'gullible', 'overly trusting')","('Thai boxing', 'dancing', 'cooking')",personal trainer,Fitness Guru,lower middle class,heterosexual,Buddhist,2,5.6,black,brown,tan,athletic,THAI,M,"('THAI', 'M')"
1085,Mohamadou,35,"('kind-hearted', 'thoughtful', 'curious')","('impatient', 'stubborn', 'reserved')","('gardening', 'reading poetry', 'cooking')",teacher,Harmony's Touch,middle class,heterosexual,Islam,2,5.9,black,brown,olive,average,AFRICAN,M,"('AFRICAN', 'M')"
1086,Merja,28,"('creative', 'analytical', 'adventurous')","('perfectionist', 'reserved', 'indecisive')","('painting', 'hiking', 'photography')",graphic designer,Imagination's Spark,upper middle class,pansexual,Agnostic,2,5.5,blonde,blue,fair,slim,NORDIC,F,"('NORDIC', 'F')"
1087,Jurita,45,"('compassionate', 'intuitive', 'loyal')","('overprotective', 'sensitive', 'indecisive')","('gardening', 'yoga', 'volunteering')",social worker,Empathy's Embrace,middle class,heterosexual,Hinduism,2,5.3,brown,green,light brown,petite,BALTIC,F,"('BALTIC', 'F')"
1088,Kornelia,32,"('analytical', 'ambitious', 'confident')","('workaholic', 'stubborn', 'self-critical')","('playing chess', 'running', 'blogging')",data analyst,Insightful Intellect,upper middle class,heterosexual,Atheist,2,5.7,black,brown,dark brown,athletic,GERMAN,F,"('GERMAN', 'F')"
1089,Keiko,38,"('creative', 'independent', 'optimistic')","('impatient', 'perfectionist', 'rebellious')","('painting', 'playing guitar', 'traveling')",freelance musician,Melody's Harmony,lower middle class,bisexual,Buddhism,2,5.4,red,hazel,pale,slim,JAPANESE,F,"('JAPANESE', 'F')"
1090,Jolan,29,"('charismatic', 'energetic', 'adventurous')","('impulsive', 'reckless', 'restless')","('dancing', 'rock climbing', 'scuba diving')",tour guide,Adventure's Call,lower class,heterosexual,No religion,2,6.0,brown,blue,white,muscular,HUNGARIAN,F,"('HUNGARIAN', 'F')"
1091,Gianangelo,42,"('charismatic', 'intelligent', 'analytical')","('arrogant', 'stubborn', 'sarcastic')","('playing piano', 'reading history books', 'wine tasting')",historian,Historical Insight,upper class,heterosexual,Christianity,2,5.8,gray,brown,fair,average,ITALIAN,M,"('ITALIAN', 'M')"
1092,Bhuvaneshwari,36,"('wise', 'compassionate', 'patient')","('overprotective', 'traditional', 'reserved')","('meditation', 'cooking traditional dishes', 'volunteering')",yoga instructor,Zen Tranquility,middle class,heterosexual,Hinduism,2,5.6,black,brown,dark brown,slender,INDIAN,F,"('INDIAN', 'F')"
1093,Rodolphe,49,"('honest', 'hardworking', 'dependable')","('rigid', 'judgmental', 'workaholic')","('carpentry', 'fishing', 'gardening')",carpenter,Craftsman's Touch,lower middle class,heterosexual,Catholicism,2,5.1,brown,green,light brown,stocky,FRENCH,M,"('FRENCH', 'M')"
1094,Pierino,30,"('friendly', 'creative', 'optimistic')","('naive', 'scatterbrained', 'restless')","('knitting', 'baking', 'painting')",freelance artist,Artistic Vision,lower class,pansexual,Agnostic,2,5.2,blonde,blue,fair,petite,ITALIAN,M,"('ITALIAN', 'M')"
1095,Tinneke,44,"('compassionate', 'empathetic', 'nurturing')","('overprotective', 'emotional', 'indecisive')","('cooking', 'gardening', 'volunteering at animal shelter')",veterinarian,Animal Whisperer,middle class,heterosexual,Atheist,2,5.5,black,brown,olive,average,DUTCH,F,"('DUTCH', 'F')"
1096,Yimei,33,"('organized', 'ambitious', 'focused')","('perfectionist', 'workaholic', 'reserved')","('playing piano', 'reading mystery novels', 'yoga')",accountant,Financial Insight,upper middle class,heterosexual,Taoism,2,5.6,brown,hazel,light brown,athletic,CHINESE,F,"('CHINESE', 'F')"
1097,Aleksandras,39,"('intelligent', 'analytical', 'logical')","('aloof', 'sarcastic', 'overthinker')","('playing chess', 'reading science fiction', 'model building')",software engineer,Digital Wizardry,upper class,homosexual,Atheist,2,5.8,brown,green,fair,average,BALTIC,M,"('BALTIC', 'M')"
1098,Rauno,25,"('fun-loving', 'energetic', 'optimistic')","('impulsive', 'rebellious', 'restless')","('skateboarding', 'playing guitar', 'traveling')",musician,Rhythmic Harmony,middle class,heterosexual,No religion,2,5.11,black,brown,olive,muscular,NORDIC,M,"('NORDIC', 'M')"
1099,Erminia,41,"('resilient', 'hardworking', 'determined')","('distrustful', 'stubborn', 'cynical')","('self-defense classes', 'hiking', 'gardening')",security guard,Vigilant Guardian,lower class,heterosexual,Islam,2,5.4,brown,brown,light brown,muscular,ITALIAN,F,"('ITALIAN', 'F')"
1100,Vyta,34,"('kind-hearted', 'empathetic', 'nurturing')","('overprotective', 'emotional', 'indecisive')","('cooking traditional dishes', 'gardening', 'volunteering at soup kitchen')",chef,Culinary Magic,middle class,heterosexual,Agnostic,2,5.7,black,brown,dark brown,average,BALTIC,F,"('BALTIC', 'F')"
1101,Abdulmajed,37,"('wise', 'empathetic', 'compassionate')","('traditional', 'stubborn', 'reserved')","('cooking traditional dishes', 'gardening', 'practicing calligraphy')",calligrapher,Calligraphic Elegance,middle class,heterosexual,Islam,2,5.6,black,brown,dark brown,average,ARAB,M,"('ARAB', 'M')"
1102,Lutfu,31,"('charismatic', 'ambitious', 'confident')","('arrogant', 'workaholic', 'impatient')","('playing soccer', 'reading biographies', 'hiking')",entrepreneur,Visionary Leadership,upper class,heterosexual,Agnostic,2,5.9,black,brown,olive,muscular,TURKISH,M,"('TURKISH', 'M')"
1103,Hirohiko,40,"('focused', 'analytical', 'disciplined')","('perfectionist', 'rigid', 'reserved')","('bonsai gardening', 'karate', 'reading philosophy')",karate instructor,Zen Warrior,middle class,heterosexual,Buddhism,2,5.6,black,brown,olive,athletic,JAPANESE,M,"('JAPANESE', 'M')"
1104,Torleiv,43,"('hardworking', 'reliable', 'loyal')","('stubborn', 'traditional', 'reserved')","('fishing', 'woodworking', 'cooking traditional dishes')",fisherman,Ocean's Bounty,lower middle class,heterosexual,Paganism,2,6.0,blonde,blue,fair,stocky,NORDIC,M,"('NORDIC', 'M')"
1105,Radomir,35,"('analytical', 'adventurous', 'compassionate')","('impatient', 'stubborn', 'reserved')","('photography', 'hiking', 'puzzle solving')",Data scientist,Mindful Reflection,Middle-class,Heterosexual,Agnostic,2,5.9,brown,green,olive,lean,SLAV,M,"('SLAV', 'M')"
1106,Karoly,28,"('creative', 'optimistic', 'social')","('impulsive', 'indecisive', 'rebellious')","('painting', 'dancing', 'volunteering')",Graphic designer,Color Splash,Working-class,Pansexual,Atheist,2,5.7,blonde,blue,fair,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
1107,Yoonkyung,42,"('thoughtful', 'organized', 'open-minded')","('perfectionist', 'reserved', 'skeptical')","('gardening', 'meditation', 'reading')",Architect,Harmony Blueprint,Upper-middle-class,Heterosexual,Buddhist,2,5.5,black,brown,pale,slim,KOREAN,F,"('KOREAN', 'F')"
1108,Meletios,50,"('wise', 'patient', 'gentle')","('overprotective', 'traditional', 'introverted')","('fishing', 'pottery', 'stargazing')",School counselor,Empathy Aura,Lower-middle-class,Asexual,Christian,2,5.1,gray,brown,tan,stocky,GREEK,M,"('GREEK', 'M')"
1109,Willemijn,33,"('ambitious', 'confident', 'assertive')","('competitive', 'stubborn', 'blunt')","('tennis', 'traveling', 'wine-tasting')",Entrepreneur,Business Mindset,Upper-class,Heterosexual,Jewish,2,5.8,red,hazel,freckled,curvy,DUTCH,F,"('DUTCH', 'F')"
1110,Dimitris,39,"('charismatic', 'charming', 'gregarious')","('manipulative', 'superficial', 'impulsive')","('dancing', 'singing', 'socializing')",Event planner,Party Magic,Upper-class,Homosexual,Atheist,2,6.0,black,brown,olive,slim,GREEK,M,"('GREEK', 'M')"
1111,Chrysi,45,"('compassionate', 'insightful', 'resilient')","('overprotective', 'pessimistic', 'resistant to change')","('cooking', 'yoga', 'community service')",Social worker,Empathy Shield,Middle-class,Bisexual,Agnostic,2,5.6,brown,green,olive,petite,GREEK,F,"('GREEK', 'F')"
1112,Kazeem,30,"('determined', 'loyal', 'resourceful')","('stubborn', 'suspicious', 'reserved')","('martial arts', 'gardening', 'technology')",Software engineer,Tech Mastery,Working-class,Heterosexual,Muslim,2,5.11,black,brown,dark,muscular,AFRICAN,M,"('AFRICAN', 'M')"
1113,Dieuwertje,36,"('curious', 'adaptable', 'analytical')","('indecisive', 'reserved', 'skeptical')","('bird-watching', 'cooking', 'writing')",Environmental scientist,Eco-Protector,Middle-class,Heterosexual,Pagan,2,5.7,blonde,blue,fair,slender,DUTCH,F,"('DUTCH', 'F')"
1114,Zerin,25,"('energetic', 'playful', 'optimistic')","('impulsive', 'naive', 'attention-seeking')","('dancing', 'traveling', 'painting')",Dance instructor,Rhythm Break,Working-class,Pansexual,Atheist,2,5.4,black,brown,tan,slim,TURKISH,F,"('TURKISH', 'F')"
1115,Taghrid,48,"('wise', 'compassionate', 'diplomatic')","('traditional', 'cautious', 'resistant to change')","('gardening', 'reading', 'philosophy')",Professor,Knowledge Beam,Upper-middle-class,Heterosexual,Muslim,2,5.6,gray,brown,olive,average,ARAB,F,"('ARAB', 'F')"
1116,Borges,38,"('intellectual', 'creative', 'eccentric')","('introverted', 'detached', 'non-conformist')","('writing', 'philosophy', 'museum visits')",Writer,Imagination Flow,Middle-class,Asexual,Agnostic,2,5.9,brown,green,fair,slim,HISPANIC,M,"('HISPANIC', 'M')"
1117,Jiaying,27,"('kind-hearted', 'creative', 'compassionate')","('overwhelmed', 'sensitive', 'self-critical')","('painting', 'volunteering', 'yoga')",Art therapist,Healing Art,Working-class,Pansexual,Atheist,2,5.3,black,brown,olive,petite,CHINESE,F,"('CHINESE', 'F')"
1118,Smadar,43,"('caring', 'empathetic', 'supportive')","('overprotective', 'indecisive', 'anxious')","('baking', 'yoga', 'meditation')",Therapist,Mindful Healing,Middle-class,Homosexual,Jewish,2,5.5,brown,hazel,olive,curvy,ISRAELI,F,"('ISRAELI', 'F')"
1119,Adwoa,31,"('confident', 'adventurous', 'independent')","('impulsive', 'stubborn', 'reckless')","('surfing', 'traveling', 'skydiving')",Adventure guide,Daring Spirit,Working-class,Heterosexual,Christian,2,5.8,black,brown,dark,athletic,AFRICAN,F,"('AFRICAN', 'F')"
1120,Paolo,46,"('charismatic', 'charming', 'sophisticated')","('manipulative', 'vain', 'materialistic')","('fine dining', 'fashion', 'luxury travel')",Hotel owner,Hospitality Charm,Upper-class,Homosexual,Agnostic,2,5.11,dark brown,blue,olive,muscular,ITALIAN,M,"('ITALIAN', 'M')"
1121,Zrinka,34,"('loyal', 'hardworking', 'practical')","('stubborn', 'reserved', 'skeptical')","('gardening', 'DIY projects', 'cooking')",Mechanic,Engine Whisperer,Working-class,Heterosexual,Christian,2,5.6,red,green,fair,muscular,SLAV,F,"('SLAV', 'F')"
1122,Magdolna,40,"('creative', 'independent', 'optimistic')","('rebellious', 'impatient', 'unconventional')","('pottery', 'rock climbing', 'singing')",Artist,Artistic Flow,Middle-class,Bisexual,Agnostic,2,5.7,black,brown,olive,slender,HUNGARIAN,F,"('HUNGARIAN', 'F')"
1123,Kazuteru,37,"('calm', 'loyal', 'dedicated')","('reserved', 'serious', 'workaholic')","('meditation', 'karate', 'gardening')",Zen garden designer,Zen Harmony,Middle-class,Heterosexual,Buddhist,2,5.9,black,brown,tan,athletic,JAPANESE,M,"('JAPANESE', 'M')"
1124,Romina,29,"('energetic', 'kind-hearted', 'optimistic')","('impatient', 'impulsive', 'naive')","('salsa dancing', 'traveling', 'volunteering')",Social media influencer,Influencer Spark,Working-class,Bisexual,Agnostic,2,5.6,brown,hazel,olive,athletic,ITALIAN,F,"('ITALIAN', 'F')"
1125,Ermenegildo,32,"('analytical', 'creative', 'patient')","('reserved', 'perfectionist', 'stubborn')","('photography', 'hiking', 'puzzles')",architect,mindful creation,middle class,heterosexual,agnostic,2,5.9,brown,green,olive,slim,ITALIAN,M,"('ITALIAN', 'M')"
1126,Siriporn,28,"('compassionate', 'optimistic', 'determined')","('naive', 'impatient', 'overly trusting')","('gardening', 'cooking', 'yoga')",nurse,healing touch,working class,heterosexual,buddhist,2,5.3,black,brown,tan,average,THAI,F,"('THAI', 'F')"
1127,Nechama,45,"('empathetic', 'wise', 'resilient')","('guarded', 'self-critical', 'reclusive')","('reading', 'meditation', 'volunteering')",social worker,comforting presence,lower middle class,heterosexual,jewish,2,5.6,gray,blue,pale,curvy,ISRAELI,F,"('ISRAELI', 'F')"
1128,Riitta,36,"('adventurous', 'curious', 'independent')","('impulsive', 'restless', 'rebellious')","('traveling', 'rock climbing', 'surfing')",freelance journalist,chasing stories,middle class,heterosexual,agnostic,2,5.7,blonde,blue,fair,athletic,NORDIC,F,"('NORDIC', 'F')"
1129,Lindell,30,"('intelligent', 'analytical', 'observant')","('introverted', 'picky', 'distrustful')","('reading', 'writing', 'stargazing')",astronomer,cosmic insight,upper middle class,heterosexual,atheist,2,5.5,black,brown,dark,slender,ENGLISH,M,"('ENGLISH', 'M')"
1130,Meira,40,"('compassionate', 'patient', 'strong-willed')","('reserved', 'indecisive', 'sensitive')","('painting', 'yoga', 'volunteering')",art therapist,emotional healing,lower middle class,heterosexual,spiritual but not religious,2,5.4,brown,green,olive,average,ISRAELI,F,"('ISRAELI', 'F')"
1131,Guzin,34,"('kind-hearted', 'optimistic', 'hardworking')","('dependent', 'naive', 'people-pleaser')","('cooking', 'gardening', 'volunteering')",elementary school teacher,children's champion,working class,heterosexual,muslim,2,5.6,black,brown,tan,average,TURKISH,F,"('TURKISH', 'F')"
1132,Thorvald,38,"('confident', 'organized', 'practical')","('stubborn', 'critical', 'workaholic')","('woodworking', 'gardening', 'hunting')",carpenter,master craftsman,lower middle class,heterosexual,agnostic,2,6.0,blonde,blue,fair,muscular,NORDIC,M,"('NORDIC', 'M')"
