,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
994,Yehiel,27,"('outgoing', 'enthusiastic', 'spontaneous')","('immature', 'careless', 'lazy')","('playing basketball', 'dancing', 'traveling')",Marketing Specialist,Social Media Magic,lower middle class,bisexual,Jewish,2,6.0,curly brown,brown,olive,athletic,ISRAELI,M,"('ISRAELI', 'M')"
995,Stamatina,40,"('intelligent', ' resourceful', 'adaptable')","('cynical', 'pessimistic', 'apathetic')","('reading', 'writing', 'hiking')",Lawyer,Legal Analysis,upper middle class,heterosexual,Orthodox Christian,2,5.6,curly brown,hazel,olive,slender,GREEK,F,"('GREEK', 'F')"
996,Heliana,26,"('creative', 'expressive', 'empathetic')","('sensitive', 'emotional', 'indecisive')","('painting', 'playing guitar', 'cooking')",Art Teacher,Artistic Inspiration,lower middle class,homosexual,Buddhist,2,5.5,blonde,blue,fair,petite,HISPANIC,F,"('HISPANIC', 'F')"
997,Soonyoung,31,"('responsible', 'practical', 'loyal')","('conservative', 'inflexible', 'traditional')","('playing tennis', 'cooking', 'reading')",Financial Analyst,Financial Forecasting,middle class,heterosexual,Buddhist,2,5.7,black,dark brown,light,slender,KOREAN,F,"('KOREAN', 'F')"
998,Gaetane,39,"('charismatic', 'confident', 'ambitious')","('arrogant', 'manipulative', 'selfish')","('playing chess', 'reading', 'traveling')",Politician,Political Strategy,upper class,heterosexual,Catholic,2,5.9,dark brown,brown,olive,muscular,FRENCH,F,"('FRENCH', 'F')"
999,Surapon,34,"('intelligent', ' resourceful', 'adaptable')","('cynical', 'pessimistic', 'apathetic')","('coding', 'reading', 'gaming')",Data Scientist,Data Analysis,middle class,heterosexual,Buddhist,2,5.8,black,dark brown,dark,stocky,THAI,M,"('THAI', 'M')"
1000,Orsolya,29,"('outgoing', 'enthusiastic', 'spontaneous')","('immature', 'careless', 'lazy')","('playing soccer', 'dancing', 'traveling')",Event Coordinator,Event Planning,lower middle class,bisexual,Christian,2,5.6,curly brown,hazel,olive,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
1001,Yongyuth,36,"('creative', 'expressive', 'empathetic')","('sensitive', 'emotional', 'indecisive')","('writing', 'painting', 'playing piano')",Graphic Designer,Artistic Vision,lower middle class,homosexual,Buddhist,2,5.7,curly brown,hazel,light olive,petite,THAI,M,"('THAI', 'M')"
1002,Diedre,42,"('responsible', 'practical', 'loyal')","('conservative', 'inflexible', 'traditional')","('gardening', 'cooking', 'hiking')",Teacher,Teaching Mastery,middle class,heterosexual,Christian,2,5.5,curly brown,hazel,olive,petite,BALTIC,F,"('BALTIC', 'F')"
1003,Prasong,30,"('charismatic', 'confident', 'ambitious')","('arrogant', 'manipulative', 'selfish')","('playing chess', 'reading', 'traveling')",Businessman,Business Strategy,upper class,heterosexual,Buddhist,2,6.0,dark brown,brown,olive,muscular,THAI,M,"('THAI', 'M')"
1004,Sureyya,35,"('intelligent', ' resourceful', 'adaptable')","('cynical', 'pessimistic', 'apathetic')","('coding', 'reading', 'fencing')",Cybersecurity Specialist,Encryption Decryption,middle class,heterosexual,Muslim,2,5.9,dark brown,green,olive,athletic,TURKISH,F,"('TURKISH', 'F')"
1005,Prabhdeep,25,"('curious', 'adventurous', 'optimistic')","('impulsive', 'reckless', 'restless')","('rock climbing', 'philosophy', 'cooking')",Environmental Consultant,Eco-Shield,middle class,heterosexual,Hindu,2,5.9,dark brown,hazel,olive,athletic,INDIAN,M,"('INDIAN', 'M')"
1006,Almagrazia,30,"('empathetic', 'resilient', 'resourceful')","('pessimistic', 'overly critical', 'procrastinator')","('guitar playing', 'yoga', 'reading')",Social Worker,Heartfelt Harmony,working class,homosexual,Catholic,2,5.5,blonde,blue,fair,petite,ITALIAN,F,"('ITALIAN', 'F')"
1007,Branko,28,"('ambitious', 'confident', 'charismatic')","('arrogant', 'aggressive', 'manipulative')","('basketball', 'politics', 'travelling')",Business Consultant,Power Play,upper middle class,heterosexual,Agnostic,2,6.1,light brown,green,olive,muscular,SLAV,M,"('SLAV', 'M')"
1008,Giacomo,32,"('creative', 'intuitive', 'emotional')","('moody', 'irresponsible', 'selfish')","('painting', 'poetry', 'cooking')",Artist,Artistic Expression,lower middle class,bisexual,Agnostic,2,5.8,dark brown,brown,olive,slender,ITALIAN,M,"('ITALIAN', 'M')"
1009,Branimir,29,"('analytical', 'logical', 'independent')","(' aloof', ' distant', 'perfectionist')","('coding', 'astronomy', 'hiking')",Software Engineer,Tech Shield,upper middle class,heterosexual,Atheist,2,6.0,blonde,blue,fair,lean,SLAV,M,"('SLAV', 'M')"
1010,Marianthi,27,"('outgoing', 'confident', 'adventurous')","('reckless', 'impulsive', 'self-centered')","('dancing', 'traveling', 'fashion')",Event Planner,Vibrant Vibes,middle class,homosexual,Orthodox,2,5.6,dark brown,brown,olive,athletic,GREEK,F,"('GREEK', 'F')"
1011,Ceslovas,31,"('responsible', 'reliable', 'practical')","('boring', 'conservative', 'pessimistic')","('gardening', 'reading', 'cooking')",Accountant,Practical Shield,middle class,heterosexual,Catholic,2,5.9,light brown,green,fair,stocky,BALTIC,M,"('BALTIC', 'M')"
1012,Mehrangiz,26,"('determined', 'passionate', 'resourceful')","('hot-headed', 'stubborn', 'emotional')","('karate', 'reading', 'cooking')",Lawyer,Fearless Fury,upper middle class,heterosexual,Muslim,2,5.7,dark brown,brown,olive,athletic,ARAB,F,"('ARAB', 'F')"
1013,Ijeoma,28,"('empathetic', 'supportive', 'open-minded')","('overly selfless', 'naive', 'people-pleaser')","('yoga', 'meditation', 'painting')",Counselor,Compassionate Aura,lower middle class,homosexual,Buddhist,2,5.5,black,brown,dark,petite,AFRICAN,F,"('AFRICAN', 'F')"
1014,Dattatraya,30,"('intuitive', 'creative', 'adventurous')","('impulsive', 'irresponsible', 'restless')","('photography', 'traveling', 'cooking')",Journalist,Global Insight,upper middle class,heterosexual,Hindu,2,5.8,dark brown,brown,olive,lean,INDIAN,M,"('INDIAN', 'M')"
1015,Wakaba,29,"('independent', 'resourceful', 'ambitious')","('aloof', 'competitive', 'perfectionist')","('coding', 'reading', 'hiking')",Data Analyst,Data Dive,upper middle class,heterosexual,Shinto,2,5.6,black,brown,fair,lean,JAPANESE,F,"('JAPANESE', 'F')"
1016,Hansgerhard,31,"('confident', 'charismatic', 'resilient')","('arrogant', 'aggressive', 'manipulative')","('politics', 'sports', 'travelling')",Politician,Leadership Aura,upper class,heterosexual,Protestant,2,6.2,blonde,blue,fair,muscular,GERMAN,M,"('GERMAN', 'M')"
1017,Vaishali,27,"('empathetic', 'supportive', 'creative')","('overly selfless', 'naive', 'people-pleaser')","('yoga', 'painting', 'cooking')",Art Therapist,Healing Hands,lower middle class,homosexual,Hindu,2,5.4,dark brown,brown,olive,petite,INDIAN,F,"('INDIAN', 'F')"
1018,Mojisola,30,"('outgoing', 'confident', 'adventurous')","('reckless', 'impulsive', 'self-centered')","('dancing', 'traveling', 'fashion')",Event Coordinator,Vibrant Vibes,middle class,heterosexual,Christian,2,5.7,black,brown,dark,athletic,AFRICAN,F,"('AFRICAN', 'F')"
1019,Orapin,28,"('analytical', 'logical', 'independent')","('aloof', 'distant', 'perfectionist')","('coding', 'astronomy', 'hiking')",Software Engineer,Tech Shield,upper middle class,heterosexual,Buddhist,2,5.5,black,brown,fair,lean,THAI,F,"('THAI', 'F')"
1020,Gertwolfhard,32,"('responsible', 'reliable', 'practical')","('boring', 'conservative', 'pessimistic')","('gardening', 'reading', 'cooking')",Accountant,Practical Shield,middle class,heterosexual,Catholic,2,6.0,blonde,blue,fair,stocky,GERMAN,M,"('GERMAN', 'M')"
1021,Ronni,29,"('determined', 'passionate', 'resourceful')","('hot-headed', 'stubborn', 'emotional')","('karate', 'reading', 'cooking')",Lawyer,Fearless Fury,upper middle class,heterosexual,Jewish,2,5.8,dark brown,brown,olive,athletic,ISRAELI,F,"('ISRAELI', 'F')"
1022,Radmila,27,"('empathetic', 'supportive', 'open-minded')","('overly selfless', 'naive', 'people-pleaser')","('yoga', 'meditation', 'painting')",Counselor,Compassionate Aura,lower middle class,homosexual,Orthodox,2,5.6,blonde,blue,fair,petite,SLAV,F,"('SLAV', 'F')"
1023,Stacey,31,"('intuitive', 'creative', 'adventurous')","('impulsive', 'irresponsible', 'restless')","('photography', 'traveling', 'cooking')",Journalist,Global Insight,upper middle class,heterosexual,Agnostic,2,5.9,light brown,green,olive,lean,ENGLISH,F,"('ENGLISH', 'F')"
1024,Vlastimir,30,"('confident', 'charismatic', 'resilient')","('arrogant', 'aggressive', 'manipulative')","('politics', 'sports', 'travelling')",Politician,Leadership Aura,upper class,heterosexual,Catholic,2,6.1,blonde,blue,fair,muscular,SLAV,M,"('SLAV', 'M')"
1025,Devorah,28,"('curious', 'ambitious', 'adventurous')","('impatient', 'restless', 'arrogant')","('hiking', 'reading', 'cooking')",environmental scientist,tree climbing,middle class,heterosexual,agnostic,2,5.6,dark brown,hazel,olive,athletic,ISRAELI,F,"('ISRAELI', 'F')"
1026,Rezso,35,"('loyal', ' analytical', ' reserved')","('stubborn', 'critical', 'skeptical')","('coding', 'gaming', 'puzzles')",software engineer,debugging,upper middle class,homosexual,atheist,2,5.9,light brown,blue,fair,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
1027,Irja,25,"('confident', 'outgoing', 'spontaneous')","('reckless', 'impulsive', 'selfish')","('dancing', 'traveling', 'photography')",event planner,networking,lower middle class,bisexual,Christian,2,5.4,blonde,green,fair,petite,NORDIC,F,"('NORDIC', 'F')"
1028,Paschalis,40,"('empathetic', 'diplomatic', 'responsible')","('overly critical', 'perfectionist', 'passive-aggressive')","('gardening', 'yoga', 'meditation')",counselor,active listening,upper class,heterosexual,Orthodox Christian,2,6.1,dark brown,brown,olive,muscular,GREEK,M,"('GREEK', 'M')"
1029,Cristobal,32,"('charismatic', 'creative', 'persistent')","('flamboyant', 'self-absorbed', 'irresponsible')","('painting', 'music', 'fashion')",artist,improvisation,lower class,homosexual,Catholic,2,5.8,black,dark brown,dark,slim,HISPANIC,M,"('HISPANIC', 'M')"
1030,Shmouel,29,"('inquisitive', 'resourceful', 'adaptable')","('distractible', 'careless', 'disorganized')","('tinkering', 'hiking', 'reading')",mechanic,improvisational repair,middle class,heterosexual,Jewish,2,5.7,light brown,blue,fair,athletic,ISRAELI,M,"('ISRAELI', 'M')"
1031,Yeheskel,38,"('wise', 'intuitive', 'compassionate')","('overly sensitive', 'emotional', 'indecisive')","('meditation', 'yoga', 'philosophy')",spiritual guide,emotional intelligence,upper class,bisexual,Buddhist,2,5.9,gray,brown,olive,slender,ISRAELI,M,"('ISRAELI', 'M')"
1032,Eamonn,27,"('confident', 'charismatic', 'driven')","('arrogant', 'reckless', 'impulsive')","('sports', 'traveling', 'adventure')",athlete,quick reflexes,upper middle class,heterosexual,Catholic,2,6.2,red,blue,fair,muscular,ENGLISH,M,"('ENGLISH', 'M')"
1033,Chuka,33,"('ambitious', 'persistent', 'loyal')","('competitive', 'aggressive', 'domineering')","('business', 'politics', 'strategy')",CEO,negotiation,upper class,heterosexual,Christian,2,6.0,black,dark brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
1034,Carmelina,26,"('empathetic', 'nurturing', 'creative')","('overly emotional', 'insecure', 'clingy')","('art', 'music', 'cooking')",nurse,emotional support,lower middle class,homosexual,Catholic,2,5.5,dark brown,hazel,olive,petite,ITALIAN,F,"('ITALIAN', 'F')"
1035,Hansgunther,41,"('logical', 'practical', 'responsible')","('overly critical', 'pessimistic', 'cold')","('engineering', 'reading', 'hiking')",architect,problem-solving,upper middle class,heterosexual,atheist,2,6.1,gray,blue,fair,slender,GERMAN,M,"('GERMAN', 'M')"
1036,Masayosi,30,"('adventurous', 'spontaneous', 'charismatic')","('irresponsible', 'impulsive', 'reckless')","('traveling', 'extreme sports', 'partying')",tour guide,risk-taking,lower middle class,bisexual,Shinto,2,5.8,black,dark brown,light,athletic,JAPANESE,M,"('JAPANESE', 'M')"
1037,Shigehiko,39,"('intuitive', 'empathetic', 'persistent')","('overly sensitive', 'emotional', 'indecisive')","('yoga', 'meditation', 'philosophy')",counselor,emotional intelligence,upper middle class,heterosexual,Buddhist,2,5.9,gray,brown,light,slender,JAPANESE,M,"('JAPANESE', 'M')"
1038,Youssif,34,"('confident', 'charismatic', 'persistent')","('arrogant', 'domineering', 'aggressive')","('business', 'politics', 'strategy')",entrepreneur,negotiation,upper class,heterosexual,Muslim,2,6.0,black,dark brown,dark,athletic,ARAB,M,"('ARAB', 'M')"
1039,Charikleia,29,"('inquisitive', 'analytical', 'creative')","('distractible', 'careless', 'disorganized')","('science', 'art', 'music')",researcher,innovation,middle class,homosexual,agnostic,2,5.6,light brown,blue,fair,slender,GREEK,F,"('GREEK', 'F')"
1040,Dovile,25,"('empathetic', 'nurturing', 'creative')","('overly emotional', 'insecure', 'clingy')","('art', 'music', 'cooking')",teacher,emotional support,lower middle class,heterosexual,Christian,2,5.5,blonde,green,fair,petite,BALTIC,F,"('BALTIC', 'F')"
1041,Natsue,31,"('adventurous', 'spontaneous', 'charismatic')","('irresponsible', 'impulsive', 'reckless')","('traveling', 'extreme sports', 'partying')",event planner,risk-taking,lower middle class,bisexual,Shinto,2,5.8,black,dark brown,light,athletic,JAPANESE,F,"('JAPANESE', 'F')"
1042,Ilana,36,"('intuitive', 'empathetic', 'persistent')","('overly sensitive', 'emotional', 'indecisive')","('yoga', 'meditation', 'philosophy')",counselor,emotional intelligence,upper middle class,heterosexual,Jewish,2,5.9,gray,brown,olive,slender,ISRAELI,F,"('ISRAELI', 'F')"
1043,Yunjung,28,"('confident', 'charismatic', 'driven')","('arrogant', 'reckless', 'impulsive')","('sports', 'traveling', 'adventure')",athlete,quick reflexes,upper middle class,heterosexual,Buddhist,2,6.2,black,dark brown,light,muscular,KOREAN,F,"('KOREAN', 'F')"
1044,Radvile,37,"('logical', 'practical', 'responsible')","('overly critical', 'pessimistic', 'cold')","('engineering', 'reading', 'hiking')",architect,problem-solving,upper middle class,heterosexual,atheist,2,6.1,gray,blue,fair,slender,BALTIC,F,"('BALTIC', 'F')"
1045,Younsook,25,"('adventurous', 'ambitious', 'curious')","('impulsive', 'restless', 'moody')","('rock climbing', 'reading', 'cooking')",Software Engineer, coding sprint,middle class,heterosexual,agnostic,2,5.6,dark brown,hazel,olive,athletic,KOREAN,F,"('KOREAN', 'F')"
1046,Efrossyni,32,"('empathetic', 'hardworking', 'creative')","('overthinker', 'perfectionist', 'self-doubt')","('painting', 'gardening', 'volunteering')",Elementary School Teacher,encouragement boost,upper middle class,homosexual,Christian,2,5.8,curly brown,green,fair,petite,GREEK,F,"('GREEK', 'F')"
1047,Remko,29,"('outgoing', 'confident', 'determined')","('arrogant', 'reckless', 'stubborn')","('playing soccer', 'hiking', 'video games')",Professional Athlete,goal scoring,upper class,heterosexual,atheist,2,6.2,blond,blue,fair,muscular,DUTCH,M,"('DUTCH', 'M')"
1048,Thokozile,38,"('wise', 'compassionate', 'patient')","('overly critical', 'procrastinator', 'pessimistic')","('meditation', 'yoga', 'writing')",Psychologist,emotional healing,middle class,bisexual,Buddhist,2,5.9,black,brown,dark brown,curvy,AFRICAN,F,"('AFRICAN', 'F')"
1049,Qasem,41,"('analytical', 'practical', 'responsible')","('perfectionist', 'workaholic', 'strict')","('reading', 'hiking', 'cooking')",Engineer,troubleshooting,upper middle class,heterosexual,Muslim,2,6.0,dark brown,brown,olive,lean,ARAB,M,"('ARAB', 'M')"
1050,Amelie,27,"('cheerful', 'optimistic', 'spontaneous')","('distractible', 'careless', 'flighty')","('dancing', 'traveling', 'photography')",Travel Blogger,travel hack,lower middle class,homosexual,agnostic,2,5.7,blond,blue,fair,petite,FRENCH,F,"('FRENCH', 'F')"
1051,Larraine,35,"('confident', 'charismatic', 'passionate')","('domineering', 'manipulative', 'selfish')","('public speaking', 'networking', 'fashion')",Business Consultant,negotiation skill,upper class,heterosexual,Christian,2,5.1,red,green,fair,athletic,ENGLISH,F,"('ENGLISH', 'F')"
1052,Ursulla,30,"('intuitive', 'empathetic', 'creative')","('overly sensitive', 'indecisive', 'daydreamer')","('artistic writing', 'music', 'astrology')",Freelance Writer,storytelling,lower middle class,bisexual,Wiccan,2,5.9,curly brown,hazel,fair,petite,GERMAN,F,"('GERMAN', 'F')"
1053,Insik,26,"('logical', 'analytical', 'precise')","('overly critical', 'perfectionist', 'distant')","('playing chess', 'reading', ' coding')",Data Analyst,data visualization,middle class,heterosexual,atheist,2,5.11,black,brown,olive,lean,KOREAN,M,"('KOREAN', 'M')"
1054,Patoomratana,33,"('caring', 'nurturing', 'supportive')","('overly selfless', ' martyristic', 'indecisive')","('yoga', 'meditation', 'gardening')",Nurse,emotional support,middle class,homosexual,Buddhist,2,5.8,black,brown,dark brown,curvy,THAI,F,"('THAI', 'F')"
1055,Prodromos,40,"('wise', 'experienced', 'authentic')","('pessimistic', 'cynical', 'set in ways')","('reading', 'writing', 'philosophy')",Professor,life wisdom,upper middle class,heterosexual,agnostic,2,6.1,gray,blue,fair,lean,GREEK,M,"('GREEK', 'M')"
1056,Kihong,28,"('adventurous', 'spontaneous', 'optimistic')","('impulsive', 'careless', 'reckless')","('extreme sports', 'traveling', 'partying')",Adventure Guide,adventure planning,lower middle class,heterosexual,agnostic,2,5.12,black,brown,olive,athletic,KOREAN,M,"('KOREAN', 'M')"
1057,Arabinda,36,"('confident', 'charismatic', 'ambitious')","('arrogant', 'domineering', 'manipulative')","('public speaking', 'networking', 'fashion')",CEO,leadership skill,upper class,heterosexual,Hindu,2,6.0,dark brown,brown,olive,athletic,INDIAN,M,"('INDIAN', 'M')"
1058,Chittima,29,"('creative', 'optimistic', 'spontaneous')","('distractible', 'careless', 'flighty')","('painting', 'dancing', 'traveling')",Freelance Artist,artistic vision,lower middle class,bisexual,Buddhist,2,5.9,curly brown,hazel,fair,petite,THAI,F,"('THAI', 'F')"
1059,Huiping,31,"('logical', 'analytical', 'precise')","('overly critical', 'perfectionist', 'distant')","('playing chess', 'reading', ' coding')",Software Developer,algorithmic thinking,middle class,heterosexual,atheist,2,5.1,black,brown,olive,lean,CHINESE,F,"('CHINESE', 'F')"
1060,Nava,34,"('empathetic', 'hardworking', 'responsible')","('overthinker', 'perfectionist', 'self-doubt')","('volunteering', 'hiking', 'cooking')",Social Worker,emotional support,middle class,homosexual,Jewish,2,5.11,curly brown,green,fair,petite,ISRAELI,F,"('ISRAELI', 'F')"
1061,Corien,27,"('outgoing', 'confident', 'charismatic')","('arrogant', 'domineering', 'manipulative')","('public speaking', 'networking', 'fashion')",Marketing Manager,persuasion skill,upper middle class,heterosexual,Christian,2,6.2,blond,blue,fair,athletic,DUTCH,F,"('DUTCH', 'F')"
1062,Nadege,35,"('wise', 'compassionate', 'patient')","('overly critical', 'procrastinator', 'pessimistic')","('meditation', 'yoga', 'writing')",Psychologist,emotional healing,middle class,bisexual,Wiccan,2,5.9,curly brown,hazel,fair,curvy,FRENCH,F,"('FRENCH', 'F')"
1063,Hyunsik,30,"('intuitive', 'empathetic', 'creative')","('overly sensitive', 'indecisive', 'daydreamer')","('artistic writing', 'music', 'astrology')",Freelance Writer,storytelling,lower middle class,heterosexual,agnostic,2,5.12,black,brown,olive,lean,KOREAN,M,"('KOREAN', 'M')"
1064,Umesh,37,"('logical', 'analytical', 'practical')","('perfectionist', 'workaholic', 'strict')","('reading', 'hiking', 'cooking')",Engineer,troubleshooting,upper middle class,heterosexual,Hindu,2,6.0,dark brown,brown,olive,lean,INDIAN,M,"('INDIAN', 'M')"
1065,Justiniano,28,"('adventurous', 'curious', 'friendly')","('impulsive', 'restless', 'reckless')","('hiking', 'reading', 'gaming')",software engineer, coding speedrun,middle class,homosexual,agnostic,2,5.9,dark brown,hazel,olive,lean,HISPANIC,M,"('HISPANIC', 'M')"
1066,Hannaneh,35,"('empathetic', ' analytical', 'ambitious')","('perfectionist', 'competitive', 'inflexible')","('yoga', 'painting', 'cooking')",data scientist,statistical insight,upper middle class,heterosexual,muslim,2,5.5,light brown,green,fair,athletic,ARAB,F,"('ARAB', 'F')"
1067,Antanas,25,"('outgoing', 'confident', 'generous')","('arrogant', 'reckless', 'insensitive')","('basketball', 'traveling', 'partying')",entrepreneur,business savvy,upper class,heterosexual,christian,2,6.2,blond,blue,fair,muscular,BALTIC,M,"('BALTIC', 'M')"
1068,Seyedtaghi,32,"('intuitive', 'creative', 'open-minded')","('distracted', 'disorganized', 'lazy')","('photography', 'playing guitar', 'meditating')",graphic designer,artistic vision,lower middle class,bisexual,spiritual,2,5.8,dark brown,brown,olive,slim,ARAB,M,"('ARAB', 'M')"
1069,Kameshwari,29,"('warm', 'nurturing', 'responsible')","('overprotective', 'anxious', 'indecisive')","('gardening', 'cooking', 'reading')",pediatrician,healing touch,upper middle class,heterosexual,hindu,2,5.4,black,dark brown,dark,curvy,INDIAN,F,"('INDIAN', 'F')"
1070,Giselia,26,"('bubbly', 'spontaneous', 'loyal')","('impulsive', 'emotional', 'gossipy')","('dancing', 'shopping', 'socializing')",event planner,party atmosphere,middle class,heterosexual,christian,2,5.6,blond,blue,fair,petite,HISPANIC,F,"('HISPANIC', 'F')"
1071,Ceyhun,31,"('analytical', ' logical', 'practical')","('perfectionist', 'pessimistic', 'inflexible')","('reading', 'hiking', 'coding')",software architect,algorithmic mastery,upper middle class,homosexual,agnostic,2,6.0,dark brown,hazel,olive,lean,TURKISH,M,"('TURKISH', 'M')"
1072,Slavenka,27,"('determined', 'confident', 'ambitious')","('aggressive', 'domineering', 'insensitive')","('weightlifting', 'playing chess', 'reading')",business consultant,strategic thinking,upper class,heterosexual,atheist,2,5.9,blond,blue,fair,athletic,SLAV,F,"('SLAV', 'F')"
1073,Miwako,30,"('empathetic', 'intuitive', 'creative')","('sensitive', 'emotional', 'indecisive')","('painting', 'playing piano', 'meditating')",art therapist,emotional insight,lower middle class,bisexual,buddhist,2,5.5,black,dark brown,fair,petite,JAPANESE,F,"('JAPANESE', 'F')"
1074,Flavien,29,"('charismatic', 'outgoing', 'adventurous')","('reckless', 'impulsive', 'selfish')","('traveling', 'surfing', 'partying')",travel blogger,storytelling,upper middle class,heterosexual,christian,2,6.1,blond,blue,fair,muscular,FRENCH,M,"('FRENCH', 'M')"
1075,Guotao,33,"('logical', 'analytical', 'practical')","('cold', 'detached', 'perfectionist')","('reading', 'playing chess', 'coding')",data analyst,data insight,middle class,homosexual,agnostic,2,5.8,black,dark brown,fair,lean,CHINESE,M,"('CHINESE', 'M')"
1076,Taekyung,25,"('creative', 'spontaneous', 'empathetic')","('scattered', 'emotional', 'indecisive')","('dancing', 'singing', 'drawing')",freelance artist,artistic expression,lower middle class,bisexual,buddhist,2,5.7,black,dark brown,fair,slim,KOREAN,M,"('KOREAN', 'M')"
1077,Wasana,31,"('warm', 'nurturing', 'responsible')","('overprotective', 'anxious', 'indecisive')","('cooking', 'gardening', 'reading')",elementary school teacher,teaching skill,middle class,heterosexual,muslim,2,5.4,dark brown,hazel,olive,curvy,THAI,F,"('THAI', 'F')"
1078,Iclal,28,"('determined', 'confident', 'ambitious')","('aggressive', 'domineering', 'insensitive')","('weightlifting', 'playing chess', 'reading')",lawyer,legal expertise,upper middle class,heterosexual,muslim,2,5.9,dark brown,hazel,olive,athletic,TURKISH,F,"('TURKISH', 'F')"
1079,Kruthika,26,"('bubbly', 'spontaneous', 'loyal')","('impulsive', 'emotional', 'gossipy')","('dancing', 'shopping', 'socializing')",event planner,party atmosphere,middle class,heterosexual,hindu,2,5.6,black,dark brown,dark,petite,INDIAN,F,"('INDIAN', 'F')"
1080,Meilin,30,"('empathetic', 'intuitive', 'creative')","('sensitive', 'emotional', 'indecisive')","('painting', 'playing piano', 'meditating')",art therapist,emotional insight,lower middle class,bisexual,buddhist,2,5.5,black,dark brown,fair,petite,CHINESE,F,"('CHINESE', 'F')"
1081,Hikmet,29,"('charismatic', 'outgoing', 'adventurous')","('reckless', 'impulsive', 'selfish')","('traveling', 'surfing', 'partying')",travel blogger,storytelling,upper middle class,heterosexual,muslim,2,6.1,dark brown,hazel,olive,muscular,TURKISH,M,"('TURKISH', 'M')"
1082,Pieranna,33,"('logical', 'analytical', 'practical')","('cold', 'detached', 'perfectionist')","('reading', 'playing chess', 'coding')",software engineer,algorithmic mastery,upper middle class,homosexual,agnostic,2,5.8,blond,blue,fair,lean,ITALIAN,F,"('ITALIAN', 'F')"
1083,Hennariikka,27,"('determined', 'confident', 'ambitious')","('aggressive', 'domineering', 'insensitive')","('weightlifting', 'playing chess', 'reading')",business consultant,strategic thinking,upper class,heterosexual,christian,2,5.9,blond,blue,fair,athletic,NORDIC,F,"('NORDIC', 'F')"
1084,Chatchawan,31,"('warm', 'nurturing', 'responsible')","('overprotective', 'anxious', 'indecisive')","('cooking', 'gardening', 'reading')",elementary school teacher,teaching skill,middle class,heterosexual,buddhist,2,5.4,dark brown,hazel,olive,curvy,THAI,M,"('THAI', 'M')"
1085,Mohamadou,25,"('adventurous', 'ambitious', 'persistent')","('hot-headed', 'reckless', ' Stubborn')","('rock climbing', 'playing the guitar', 'cooking')",Software Engineer, coding skills,middle class,heterosexual,agnostic,2,5.9,dark brown,brown,olive,athletic,AFRICAN,M,"('AFRICAN', 'M')"
1086,Merja,32,"('confident', 'empathetic', 'responsible')","(' perfectionist', 'self-doubting', 'indifferent')","('reading', 'photography', 'yoga')",Psychologist, conflict resolution,upper middle class,homosexual,lutheran,2,5.6,blonde,blue,fair,slim,NORDIC,F,"('NORDIC', 'F')"
1087,Jurita,28,"('outgoing', 'caring', 'energetic')","('dramatic', 'moody', 'pessimistic')","('dancing', 'baking', 'traveling')",Event Planner,party planning,lower middle class,bisexual,catholic,2,5.4,red,green,fair,curvy,BALTIC,F,"('BALTIC', 'F')"
1088,Kornelia,35,"('wise', 'intuitive', 'resourceful')","('anxious', 'indecisive', ' overly critical')","('meditation', 'painting', 'hiking')",Art Therapist,emotional intelligence,upper class,asexual,buddhist,2,5.8,light brown,hazel,olive,slender,GERMAN,F,"('GERMAN', 'F')"
1089,Keiko,29,"('quirky', 'inquisitive', 'determined')","(' scatterbrained', 'impulsive', 'argumentative')","('playing video games', 'collecting figurines', 'attending concerts')",Game Developer, coding wizardry,lower middle class,homosexual,shinto,2,5.2,black,brown,pale,petite,JAPANESE,F,"('JAPANESE', 'F')"
1090,Jolan,31,"('charismatic', 'driven', 'loyal')","('arrogant', 'domineering', 'paranoid')","('weightlifting', 'reading history', 'debating')",Politician,public speaking,upper class,heterosexual,catholic,2,6.1,dark blonde,blue,fair,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
1091,Gianangelo,27,"('romantic', 'creative', 'playful')","('flirtatious', 'immature', 'reckless')","('playing the piano', 'writing poetry', 'attending fashion shows')",Fashion Designer,fashion sense,upper middle class,bisexual,catholic,2,5.1,dark brown,hazel,olive,slender,ITALIAN,M,"('ITALIAN', 'M')"
1092,Bhuvaneshwari,33,"(' analytical', 'practical', 'confident')","('bossy', 'skeptical', 'indifferent')","('reading science fiction', 'playing chess', 'attending lectures')",Scientist,scientific genius,upper middle class,heterosexual,hindu,2,5.6,black,brown,dark,athletic,INDIAN,F,"('INDIAN', 'F')"
1093,Rodolphe,30,"('charming', 'outgoing', 'persistent')","('manipulative', 'deceptive', 'selfish')","('playing tennis', 'attending parties', 'collecting art')",Businessman,negotiation skills,upper class,bisexual,agnostic,2,6.0,blonde,blue,fair,athletic,FRENCH,M,"('FRENCH', 'M')"
